Employee ID,StartDate,StartYear,ExitDate,Title,BusinessUnit,DepartmentType,Division,EmployeeStatus,IsTerminated,TerminationType,TerminationReason,Regrettable,EmployeeType,EmployeeClassificationType,PayZone,Age,AgeBand,TenureYears,TenureBand,State,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,PhotoFile
3783,5/9/2020,2020,,Production Technician I,EW,Production,Fielders,Active,0,,,,Contract,Full-Time,Zone A,35,35-44,3.31,3-4 yrs,MA,Fully Meets,2,3,4,2,Technical Skills,External,Passed,5,1329.59,face_34.jpg
3784,8/14/2022,2022,,Production Technician I,CCDR,Production,Splicing,Active,0,,,,Contract,Temporary,Zone A,37,35-44,1.05,1-2 yrs,MA,Fully Meets,3,2,3,3,Communication Skills,Internal,Completed,2,469.57,face_35.jpg
3785,1/18/2022,2022,,Production Technician II,PL,Production,Project Management - Con,Active,0,,,,Contract,Temporary,Zone C,31,25-34,1.62,1-2 yrs,MA,Fully Meets,2,2,2,3,Project Management,External,Completed,1,1296.76,face_36.jpg
3786,6/22/2021,2021,,Production Technician II,PYZ,Production,Field Operations,Active,0,,,,Full-Time,Part-Time,Zone A,46,45-54,2.19,2-3 yrs,MA,Fully Meets,3,3,3,3,Leadership Development,External,Failed,4,2264.19,face_37.jpg
3787,1/19/2023,2023,,Production Technician II,SVG,Production,General - Sga,Active,0,,,,Full-Time,Part-Time,Zone C,26,25-34,0.62,<1 yr,MA,Fully Meets,2,2,3,1,Project Management,External,Passed,4,1190.37,face_38.jpg
3788,5/17/2023,2023,,Production Technician II,TNS,Production,Field Operations,Active,0,,,,Part-Time,Full-Time,Zone A,43,35-44,0.29,<1 yr,MA,Needs Improvement,2,1,1,2,Customer Service,External,Passed,2,683.96,face_39.jpg
3789,6/7/2020,2020,,Production Technician II,WBL,Production,Wireline Construction,Active,0,,,,Contract,Part-Time,Zone A,36,35-44,3.23,3-4 yrs,MA,Fully Meets,2,2,1,3,Technical Skills,External,Incomplete,1,1662.64,face_40.jpg
3790,7/7/2023,2023,,Production Technician II,PYZ,Production,Yard (Material Handling),Active,0,,,,Full-Time,Temporary,Zone A,46,45-54,0.15,<1 yr,MA,Fully Meets,2,2,3,1,Communication Skills,External,Failed,2,487.39,face_41.jpg
3791,3/28/2020,2020,,Production Technician I,WBL,Production,Finance & Accounting,Active,0,,,,Full-Time,Full-Time,Zone B,44,35-44,3.43,3-4 yrs,MA,Fully Meets,3,2,1,2,Leadership Development,External,Failed,2,2178.72,face_42.jpg
3792,5/23/2019,2019,57:13.3,Production Technician I,NEL,Production,Engineers,Terminated,1,Involuntary,Performance,,Part-Time,Full-Time,Zone C,54,45-54,4.28,4+ yrs,MA,Fully Meets,2,1,1,2,Project Management,External,Passed,1,1149.93,face_43.jpg
3793,4/20/2019,2019,,Production Technician I,PL,Production,General - Con,Active,0,,,,Full-Time,Full-Time,Zone B,45,45-54,4.37,4+ yrs,MA,Fully Meets,3,3,5,2,Project Management,Internal,Failed,2,786.93,face_44.jpg
3794,9/9/2018,2018,,Production Technician I,BPC,Production,General - Con,Active,0,,,,Contract,Full-Time,Zone A,26,25-34,4.98,4+ yrs,MA,Fully Meets,4,5,4,2,Communication Skills,External,Incomplete,2,487.67,face_45.jpg
3795,7/14/2022,2022,,Production Technician I,CCDR,Production,General - Sga,Active,0,,,,Part-Time,Part-Time,Zone A,36,35-44,1.13,1-2 yrs,MA,Fully Meets,3,2,3,3,Project Management,External,Passed,1,1239.25,face_46.jpg
3796,4/17/2019,2019,,Production Technician I,SVG,Production,General - Con,Active,0,,,,Contract,Part-Time,Zone A,29,25-34,4.38,4+ yrs,MA,Fully Meets,4,4,2,3,Technical Skills,External,Completed,5,1347.68,face_47.jpg
3797,5/15/2020,2020,,Production Technician I,EW,Production,Catv,Active,0,,,,Contract,Full-Time,Zone A,34,25-34,3.3,3-4 yrs,MA,Exceeds,3,3,5,3,Technical Skills,External,Passed,2,1393.65,face_48.jpg
3798,4/4/2020,2020,,Production Technician I,MSC,Production,General - Con,Active,0,,,,Full-Time,Full-Time,Zone C,51,45-54,3.41,3-4 yrs,MA,Fully Meets,3,1,1,1,Project Management,External,Incomplete,5,819.42,face_49.jpg
3799,10/15/2022,2022,28:18.5,Production Technician I,TNS,Production,Executive,Terminated,1,Voluntary,Career growth,Regrettable,Full-Time,Temporary,Zone A,42,35-44,0.88,<1 yr,MA,Fully Meets,4,1,4,1,Communication Skills,Internal,Incomplete,4,397.64,face_50.jpg
3800,7/11/2019,2019,,Production Technician I,PYZ,Production,General - Sga,Active,0,,,,Contract,Part-Time,Zone C,33,25-34,4.14,4+ yrs,MA,Exceeds,3,3,4,5,Customer Service,Internal,Passed,4,469.42,face_01.jpg
3801,10/2/2019,2019,44:00.0,Production Technician I,WBL,Production,Field Operations,Terminated,1,Voluntary,Career growth,Regrettable,Contract,Temporary,Zone C,30,25-34,3.92,3-4 yrs,MA,Fully Meets,3,4,3,3,Leadership Development,External,Failed,2,1819.55,face_02.jpg
3802,3/4/2021,2021,15:36.1,Production Technician I,NEL,Production,Field Operations,Terminated,1,Involuntary,Restructuring,,Full-Time,Full-Time,Zone A,38,35-44,2.49,2-3 yrs,MA,Fully Meets,3,2,3,3,Leadership Development,Internal,Passed,1,1191.21,face_03.jpg
3804,5/15/2019,2019,,Production Technician I,BPC,Production,General - Con,Active,0,,,,Full-Time,Part-Time,Zone C,28,25-34,4.3,4+ yrs,MA,Fully Meets,3,2,3,1,Customer Service,External,Failed,4,435.78,face_05.jpg
3805,4/28/2022,2022,48:56.9,Production Technician I,CCDR,Production,General - Con,Terminated,1,Involuntary,Performance,,Full-Time,Part-Time,Zone B,31,25-34,1.34,1-2 yrs,MA,PIP,2,1,2,1,Communication Skills,External,Incomplete,1,538.72,face_06.jpg
3806,9/23/2021,2021,44:24.3,Production Technician I,SVG,Production,Field Operations,Terminated,1,Involuntary,Policy violation,,Contract,Temporary,Zone C,40,35-44,1.94,1-2 yrs,MA,PIP,1,1,1,3,Customer Service,External,Incomplete,4,540.3,face_07.jpg
3807,9/15/2021,2021,,Production Technician I,EW,Production,Project Management - Con,Active,0,,,,Contract,Temporary,Zone C,47,45-54,1.96,1-2 yrs,MA,Fully Meets,3,4,4,1,Communication Skills,External,Failed,1,481.15,face_08.jpg
3808,4/27/2019,2019,28:16.7,IT Support,PYZ,IT/IS,General - Sga,Terminated,1,Involuntary,Restructuring,,Contract,Full-Time,Zone B,44,35-44,4.35,4+ yrs,MA,Fully Meets,2,2,4,4,Technical Skills,External,Passed,4,1698.24,face_09.jpg
3809,10/6/2019,2019,,Network Engineer,TNS,IT/IS,Field Operations,Active,0,,,,Part-Time,Part-Time,Zone B,22,<25,3.9,3-4 yrs,MA,Fully Meets,2,2,1,1,Technical Skills,External,Failed,3,1045.9,face_10.jpg
3810,2/16/2020,2020,,Sr. Network Engineer,PL,IT/IS,General - Sga,Active,0,,,,Full-Time,Temporary,Zone A,41,35-44,3.54,3-4 yrs,CT,Fully Meets,3,4,2,2,Communication Skills,External,Incomplete,3,612.14,face_11.jpg
3811,5/14/2022,2022,,Sr. Network Engineer,PL,IT/IS,Fielders,Active,0,,,,Part-Time,Temporary,Zone B,37,35-44,1.3,1-2 yrs,CT,Fully Meets,2,4,1,2,Technical Skills,External,Failed,2,1293.81,face_12.jpg
3812,2/13/2019,2019,,Sr. Network Engineer,BPC,IT/IS,General - Eng,Active,0,,,,Contract,Full-Time,Zone B,42,35-44,4.55,4+ yrs,MA,Fully Meets,2,3,2,2,Communication Skills,Internal,Passed,5,379.09,face_13.jpg
3813,8/24/2022,2022,29:01.4,IT Support,SVG,IT/IS,Engineers,Terminated,1,Voluntary,Work-life balance,Regrettable,Part-Time,Part-Time,Zone A,50,45-54,1.02,1-2 yrs,MA,Fully Meets,3,1,1,2,Technical Skills,Internal,Passed,1,880.3,face_14.jpg
3815,3/26/2021,2021,,Network Engineer,SVG,IT/IS,Project Management - Con,Active,0,,,,Contract,Part-Time,Zone C,22,<25,2.43,2-3 yrs,MA,Fully Meets,3,1,1,1,Project Management,Internal,Incomplete,1,868.54,face_16.jpg
3816,5/1/2021,2021,,IT Support,WBL,IT/IS,Field Operations,Active,0,,,,Full-Time,Temporary,Zone A,32,25-34,2.34,2-3 yrs,MA,Fully Meets,3,2,2,2,Communication Skills,External,Completed,5,627.42,face_17.jpg
3817,10/10/2021,2021,,IT Support,CCDR,IT/IS,General - Con,Active,0,,,,Part-Time,Full-Time,Zone A,42,35-44,1.89,1-2 yrs,MA,Fully Meets,2,3,2,3,Customer Service,Internal,Passed,4,381.19,face_18.jpg
3818,1/2/2020,2020,,Network Engineer,CCDR,IT/IS,Wireless,Active,0,,,,Part-Time,Part-Time,Zone A,25,25-34,3.66,3-4 yrs,MA,Needs Improvement,1,1,3,1,Leadership Development,External,Passed,4,2075.79,face_19.jpg
3819,1/20/2020,2020,,Network Engineer,MSC,IT/IS,Aerial,Active,0,,,,Full-Time,Part-Time,Zone B,51,45-54,3.61,3-4 yrs,MA,Fully Meets,3,4,3,4,Leadership Development,Internal,Failed,3,1009.66,face_20.jpg
3820,8/11/2018,2018,,Network Engineer,EW,IT/IS,General - Con,Active,0,,,,Contract,Full-Time,Zone C,42,35-44,5.06,4+ yrs,MA,Exceeds,3,5,5,4,Project Management,External,Completed,2,1187.21,face_21.jpg
3821,12/18/2021,2021,,Sr. Network Engineer,TNS,IT/IS,Field Operations,Active,0,,,,Contract,Temporary,Zone A,44,35-44,1.7,1-2 yrs,MA,Fully Meets,2,2,1,1,Project Management,External,Failed,2,895.01,face_22.jpg
3822,9/24/2019,2019,,Network Engineer,WBL,Executive Office,General - Con,Active,0,,,,Full-Time,Part-Time,Zone B,34,25-34,3.94,3-4 yrs,MA,Fully Meets,3,2,3,3,Technical Skills,Internal,Passed,5,966.73,face_23.jpg
3823,10/17/2022,2022,,Network Engineer,TNS,Executive Office,Shop (Fleet),Active,0,,,,Full-Time,Temporary,Zone A,43,35-44,0.87,<1 yr,MA,Fully Meets,3,3,5,4,Communication Skills,External,Passed,4,461.14,face_24.jpg
3824,1/7/2020,2020,,IT Support,SVG,IT/IS,General - Sga,Active,0,,,,Contract,Full-Time,Zone C,47,45-54,3.65,3-4 yrs,MA,Fully Meets,4,3,2,4,Leadership Development,Internal,Completed,5,1136.52,face_25.jpg
3825,11/5/2022,2022,,IT Support,PYZ,IT/IS,Field Operations,Active,0,,,,Full-Time,Part-Time,Zone A,38,35-44,0.82,<1 yr,MA,Fully Meets,3,2,2,4,Leadership Development,Internal,Failed,1,1205.59,face_26.jpg
3826,4/26/2023,2023,,IT Support,PL,IT/IS,Field Operations,Active,0,,,,Part-Time,Full-Time,Zone B,38,35-44,0.35,<1 yr,MA,Exceeds,5,5,4,5,Communication Skills,Internal,Failed,4,349.64,face_27.jpg
3827,5/29/2019,2019,,IT Support,NEL,IT/IS,General - Eng,Active,0,,,,Part-Time,Part-Time,Zone B,41,35-44,4.26,4+ yrs,MA,Fully Meets,4,2,2,4,Communication Skills,Internal,Incomplete,5,455.04,face_28.jpg
3828,9/12/2019,2019,,Sr. Network Engineer,PL,IT/IS,Aerial,Active,0,,,,Part-Time,Full-Time,Zone A,31,25-34,3.97,3-4 yrs,MA,Exceeds,4,5,5,5,Leadership Development,External,Incomplete,2,1828.37,face_29.jpg
3829,1/27/2019,2019,,Sr. Network Engineer,BPC,IT/IS,Project Management - Con,Active,0,,,,Part-Time,Full-Time,Zone C,38,35-44,4.59,4+ yrs,MA,Fully Meets,3,4,4,4,Project Management,External,Passed,5,1801.71,face_30.jpg
3830,8/20/2019,2019,,Principal Data Architect,CCDR,IT/IS,Field Operations,Active,0,,,,Part-Time,Temporary,Zone C,37,35-44,4.03,4+ yrs,CT,Fully Meets,3,2,4,4,Technical Skills,Internal,Completed,3,1241.05,face_31.jpg
3831,9/14/2018,2018,,Enterprise Architect,SVG,IT/IS,Field Operations,Active,0,,,,Part-Time,Part-Time,Zone C,42,35-44,4.96,4+ yrs,CT,Fully Meets,4,3,5,5,Project Management,Internal,Failed,2,1013.39,face_32.jpg
3833,1/26/2022,2022,,Network Engineer,PYZ,Executive Office,Field Operations,Active,0,,,,Full-Time,Part-Time,Zone A,45,45-54,1.6,1-2 yrs,MA,Fully Meets,3,3,5,4,Leadership Development,External,Passed,2,1227.31,face_34.jpg
3834,5/10/2019,2019,,Network Engineer,WBL,Executive Office,Field Operations,Active,0,,,,Contract,Part-Time,Zone C,30,25-34,4.31,4+ yrs,MA,Exceeds,5,5,5,5,Technical Skills,External,Completed,1,996.38,face_35.jpg
3835,1/2/2019,2019,,IT Support,NEL,IT/IS,Yard (Material Handling),Active,0,,,,Part-Time,Part-Time,Zone B,38,35-44,4.66,4+ yrs,MA,Exceeds,3,3,2,1,Customer Service,External,Passed,3,665.46,face_36.jpg
3836,8/13/2021,2021,,IT Support,PL,IT/IS,General - Con,Active,0,,,,Contract,Temporary,Zone A,50,45-54,2.05,2-3 yrs,MA,Exceeds,4,4,5,3,Technical Skills,External,Completed,3,1955.26,face_37.jpg
3837,10/2/2022,2022,,IT Support,BPC,IT/IS,Finance & Accounting,Active,0,,,,Part-Time,Part-Time,Zone A,30,25-34,0.91,<1 yr,MA,Fully Meets,3,2,1,1,Communication Skills,Internal,Incomplete,3,671.27,face_38.jpg
3838,12/17/2018,2018,,IT Support,CCDR,IT/IS,Field Operations,Active,0,,,,Part-Time,Full-Time,Zone A,32,25-34,4.71,4+ yrs,MA,Fully Meets,3,3,3,2,Communication Skills,Internal,Completed,2,379.95,face_39.jpg
3839,10/11/2021,2021,45:19.4,Sr. Network Engineer,PL,IT/IS,General - Con,Terminated,1,Voluntary,Work-life balance,,Contract,Part-Time,Zone B,39,35-44,1.89,1-2 yrs,MA,Needs Improvement,3,2,2,2,Communication Skills,External,Passed,4,522.37,face_40.jpg
3840,4/1/2023,2023,,Sr. Network Engineer,BPC,IT/IS,Field Operations,Active,0,,,,Part-Time,Full-Time,Zone B,43,35-44,0.42,<1 yr,MA,Fully Meets,3,5,5,3,Technical Skills,External,Passed,4,1563.29,face_41.jpg
3841,3/20/2021,2021,,Principal Data Architect,CCDR,IT/IS,Wireline Construction,Active,0,,,,Full-Time,Full-Time,Zone C,38,35-44,2.45,2-3 yrs,CT,Fully Meets,3,3,4,4,Customer Service,External,Passed,4,677.52,face_42.jpg
3844,6/10/2021,2021,,Network Engineer,PYZ,Executive Office,General - Con,Active,0,,,,Part-Time,Temporary,Zone C,49,45-54,2.23,2-3 yrs,MA,Fully Meets,2,2,3,2,Project Management,External,Incomplete,5,1073.27,face_45.jpg
3845,8/25/2019,2019,,Network Engineer,WBL,Executive Office,Field Operations,Active,0,,,,Contract,Full-Time,Zone A,46,45-54,4.02,4+ yrs,MA,Fully Meets,4,5,3,5,Project Management,Internal,Failed,5,919.28,face_46.jpg
3846,5/4/2020,2020,,IT Support,NEL,IT/IS,Wireline Construction,Active,0,,,,Contract,Full-Time,Zone C,45,45-54,3.33,3-4 yrs,MA,Exceeds,5,5,5,4,Leadership Development,Internal,Completed,4,2037.93,face_47.jpg
3847,2/24/2019,2019,,IT Support,PL,IT/IS,Field Operations,Active,0,,,,Part-Time,Temporary,Zone B,43,35-44,4.52,4+ yrs,MA,Fully Meets,3,5,2,5,Technical Skills,Internal,Failed,4,1327.92,face_48.jpg
3848,9/24/2019,2019,,IT Support,BPC,IT/IS,Field Operations,Active,0,,,,Full-Time,Temporary,Zone C,58,55-64,3.94,3-4 yrs,MA,Fully Meets,3,5,5,4,Communication Skills,Internal,Completed,2,601.98,face_49.jpg
3849,2/13/2021,2021,,IT Support,CCDR,IT/IS,General - Con,Active,0,,,,Contract,Part-Time,Zone A,36,35-44,2.55,2-3 yrs,MA,Fully Meets,3,4,2,4,Leadership Development,External,Completed,3,1210.83,face_50.jpg
3850,1/5/2020,2020,,Sr. Network Engineer,MSC,IT/IS,Yard (Material Handling),Active,0,,,,Part-Time,Temporary,Zone B,22,<25,3.66,3-4 yrs,MA,Fully Meets,3,2,1,1,Communication Skills,Internal,Incomplete,1,521.78,face_01.jpg
3854,6/6/2019,2019,,Network Engineer,WBL,Executive Office,Technology / It,Active,0,,,,Part-Time,Temporary,Zone B,52,45-54,4.24,4+ yrs,MA,Fully Meets,3,1,3,2,Communication Skills,External,Passed,5,489.27,face_05.jpg
3855,5/25/2021,2021,,Network Engineer,WBL,Executive Office,People Services,Active,0,,,,Part-Time,Part-Time,Zone B,33,25-34,2.27,2-3 yrs,MA,Exceeds,4,3,5,5,Communication Skills,External,Failed,1,784.97,face_06.jpg
3856,3/17/2023,2023,,Network Engineer,TNS,Executive Office,Wireline Construction,Active,0,,,,Part-Time,Part-Time,Zone C,37,35-44,0.46,<1 yr,MA,Fully Meets,3,2,3,4,Technical Skills,External,Completed,4,1809.79,face_07.jpg
3857,10/2/2022,2022,,IT Support,SVG,IT/IS,Fielders,Active,0,,,,Contract,Temporary,Zone B,48,45-54,0.91,<1 yr,MA,Fully Meets,2,1,2,1,Leadership Development,External,Passed,1,1881.25,face_08.jpg
3858,1/22/2022,2022,,IT Support,PYZ,IT/IS,Engineers,Active,0,,,,Full-Time,Full-Time,Zone B,23,<25,1.61,1-2 yrs,MA,Fully Meets,2,4,3,2,Project Management,External,Passed,4,968.44,face_09.jpg
3859,11/29/2019,2019,,IT Support,PL,IT/IS,Fielders,Active,0,,,,Full-Time,Part-Time,Zone B,28,25-34,3.76,3-4 yrs,MA,Fully Meets,2,4,3,3,Communication Skills,External,Passed,1,532.08,face_10.jpg
3860,7/1/2020,2020,,IT Support,NEL,IT/IS,Catv,Active,0,,,,Contract,Temporary,Zone B,24,<25,3.17,3-4 yrs,MA,Fully Meets,2,2,1,1,Technical Skills,Internal,Completed,4,976.55,face_11.jpg
3861,3/24/2022,2022,,Sr. Network Engineer,PL,IT/IS,General - Con,Active,0,,,,Full-Time,Part-Time,Zone C,30,25-34,1.44,1-2 yrs,MA,Fully Meets,3,1,3,1,Project Management,Internal,Incomplete,1,940.61,face_12.jpg
3863,6/7/2019,2019,,Principal Data Architect,CCDR,IT/IS,Aerial,Active,0,,,,Contract,Temporary,Zone A,42,35-44,4.24,4+ yrs,MA,Exceeds,4,5,5,5,Leadership Development,Internal,Completed,5,1344.26,face_14.jpg
3865,9/29/2020,2020,,Network Engineer,MSC,Production,Sales & Marketing,Active,0,,,,Part-Time,Temporary,Zone C,42,35-44,2.92,2-3 yrs,MA,Needs Improvement,2,1,2,2,Project Management,External,Failed,2,1429.41,face_16.jpg
3866,9/4/2020,2020,,Network Engineer,TNS,Executive Office,Field Operations,Active,0,,,,Contract,Full-Time,Zone A,40,35-44,2.99,2-3 yrs,MA,Fully Meets,3,5,5,4,Customer Service,Internal,Passed,4,694.91,face_17.jpg
3867,8/26/2018,2018,,Network Engineer,PYZ,Executive Office,Catv,Active,0,,,,Part-Time,Full-Time,Zone B,27,25-34,5.02,4+ yrs,MA,Fully Meets,4,2,2,3,Communication Skills,External,Passed,4,498.56,face_18.jpg
3868,8/17/2019,2019,,Network Engineer,WBL,IT/IS,Finance & Accounting,Active,0,,,,Contract,Part-Time,Zone A,22,<25,4.04,4+ yrs,MA,Fully Meets,3,3,4,4,Project Management,Internal,Completed,3,893.23,face_19.jpg
3869,9/25/2019,2019,,IT Support,NEL,IT/IS,Field Operations,Active,0,,,,Full-Time,Temporary,Zone A,39,35-44,3.93,3-4 yrs,MA,Fully Meets,4,2,4,5,Project Management,External,Failed,2,1203.22,face_20.jpg
3870,3/11/2023,2023,,IT Support,PL,IT/IS,Project Management - Con,Active,0,,,,Contract,Temporary,Zone B,32,25-34,0.48,<1 yr,MA,Exceeds,4,4,3,3,Technical Skills,External,Passed,1,1393.46,face_21.jpg
3871,12/15/2022,2022,,IT Support,BPC,IT/IS,General - Con,Active,0,,,,Full-Time,Full-Time,Zone B,40,35-44,0.71,<1 yr,MA,Fully Meets,3,2,3,3,Technical Skills,External,Passed,5,1679.36,face_22.jpg
3872,8/10/2018,2018,,IT Support,CCDR,IT/IS,Engineers,Active,0,,,,Contract,Part-Time,Zone B,45,45-54,5.06,4+ yrs,MA,Fully Meets,3,1,2,1,Communication Skills,Internal,Passed,3,469.73,face_23.jpg
3873,3/4/2022,2022,,Sr. Network Engineer,NEL,IT/IS,Executive,Active,0,,,,Full-Time,Part-Time,Zone B,38,35-44,1.49,1-2 yrs,MA,Fully Meets,3,3,5,3,Project Management,Internal,Completed,3,739.43,face_24.jpg
3874,6/2/2020,2020,,Sr. Network Engineer,PL,IT/IS,General - Con,Active,0,,,,Part-Time,Part-Time,Zone C,44,35-44,3.25,3-4 yrs,CT,Fully Meets,3,3,1,3,Project Management,External,Passed,2,1079.04,face_25.jpg
3875,6/29/2021,2021,,Sr. Network Engineer,BPC,IT/IS,Underground,Active,0,,,,Contract,Temporary,Zone A,39,35-44,2.17,2-3 yrs,CT,Fully Meets,3,4,2,3,Leadership Development,External,Failed,2,1584.69,face_26.jpg
3876,10/24/2021,2021,,Principal Data Architect,CCDR,IT/IS,General - Con,Active,0,,,,Contract,Temporary,Zone C,42,35-44,1.85,1-2 yrs,MA,Fully Meets,4,5,3,3,Leadership Development,External,Incomplete,1,1480.37,face_27.jpg
3877,10/22/2018,2018,,Network Engineer,MSC,Executive Office,General - Con,Active,0,,,,Part-Time,Full-Time,Zone A,33,25-34,4.86,4+ yrs,MA,Fully Meets,4,4,5,5,Communication Skills,External,Incomplete,1,571.65,face_28.jpg
3878,9/8/2018,2018,,Network Engineer,TNS,Executive Office,Engineers,Active,0,,,,Contract,Part-Time,Zone B,37,35-44,4.98,4+ yrs,MA,Exceeds,3,4,5,5,Customer Service,Internal,Completed,5,411.74,face_29.jpg
3879,2/8/2019,2019,,Network Engineer,PYZ,IT/IS,Field Operations,Active,0,,,,Full-Time,Part-Time,Zone C,40,35-44,4.56,4+ yrs,MA,Fully Meets,3,1,1,1,Project Management,Internal,Passed,2,893.01,face_30.jpg
3880,3/29/2021,2021,,Network Engineer,WBL,IT/IS,General - Con,Active,0,,,,Part-Time,Temporary,Zone B,44,35-44,2.43,2-3 yrs,MA,Exceeds,3,1,3,2,Communication Skills,Internal,Completed,3,553.65,face_31.jpg
3881,6/19/2019,2019,,IT Support,NEL,IT/IS,Field Operations,Active,0,,,,Part-Time,Part-Time,Zone B,35,35-44,4.2,4+ yrs,MA,Fully Meets,4,4,5,4,Project Management,External,Passed,3,1117.1,face_32.jpg
3882,1/30/2019,2019,,IT Support,PL,IT/IS,Wireless,Active,0,,,,Contract,Part-Time,Zone C,43,35-44,4.59,4+ yrs,MA,Fully Meets,3,4,2,3,Customer Service,Internal,Failed,2,616.58,face_33.jpg
3883,5/6/2022,2022,,IT Support,BPC,IT/IS,Field Operations,Active,0,,,,Contract,Full-Time,Zone B,35,35-44,1.32,1-2 yrs,MA,Exceeds,3,5,2,4,Communication Skills,Internal,Incomplete,2,442.19,face_34.jpg
3884,2/2/2019,2019,,IT Support,CCDR,IT/IS,Engineers,Active,0,,,,Full-Time,Temporary,Zone B,38,35-44,4.58,4+ yrs,MA,Fully Meets,2,4,3,2,Customer Service,External,Incomplete,1,584.03,face_35.jpg
3885,12/8/2021,2021,,Sr. Network Engineer,EW,IT/IS,Engineers,Active,0,,,,Full-Time,Part-Time,Zone B,44,35-44,1.73,1-2 yrs,CT,Fully Meets,3,1,3,3,Communication Skills,External,Failed,2,833.11,face_36.jpg
3886,10/12/2018,2018,,Sr. Network Engineer,MSC,IT/IS,Wireless,Active,0,,,,Part-Time,Temporary,Zone B,22,<25,4.89,4+ yrs,CT,Exceeds,4,5,5,5,Technical Skills,External,Completed,4,916.55,face_37.jpg
3889,9/5/2022,2022,,Network Engineer,TNS,Executive Office,General - Con,Active,0,,,,Contract,Part-Time,Zone B,26,25-34,0.99,<1 yr,MA,Fully Meets,4,3,2,2,Technical Skills,External,Completed,1,1420.13,face_40.jpg
3890,7/19/2022,2022,,Network Engineer,WBL,IT/IS,General - Con,Active,0,,,,Full-Time,Temporary,Zone B,24,<25,1.12,1-2 yrs,MA,Fully Meets,2,3,5,3,Project Management,External,Incomplete,4,963.98,face_41.jpg
3891,5/26/2022,2022,,Network Engineer,BPC,IT/IS,Engineers,Active,0,,,,Full-Time,Temporary,Zone C,22,<25,1.27,1-2 yrs,MA,Fully Meets,2,2,1,1,Leadership Development,External,Completed,5,2243.31,face_42.jpg
3892,10/31/2022,2022,,Network Engineer,CCDR,IT/IS,Engineers,Active,0,,,,Full-Time,Full-Time,Zone A,31,25-34,0.84,<1 yr,MA,Exceeds,5,4,4,4,Technical Skills,External,Passed,5,1473.69,face_43.jpg
3893,3/22/2023,2023,50:12.3,IT Support,EW,IT/IS,General - Con,Terminated,1,Voluntary,Compensation,Regrettable,Full-Time,Part-Time,Zone B,43,35-44,0.45,<1 yr,MA,Fully Meets,2,3,1,1,Leadership Development,External,Failed,1,2673.09,face_44.jpg
3894,5/29/2023,2023,,IT Support,MSC,IT/IS,Aerial,Active,0,,,,Full-Time,Full-Time,Zone A,34,25-34,0.26,<1 yr,MA,Fully Meets,3,3,3,1,Leadership Development,External,Incomplete,4,1698.47,face_45.jpg
3895,2/23/2020,2020,,IT Support,NEL,IT/IS,Splicing,Active,0,,,,Full-Time,Full-Time,Zone C,40,35-44,3.52,3-4 yrs,MA,Exceeds,4,3,4,4,Technical Skills,External,Passed,1,1236.08,face_46.jpg
3896,8/13/2019,2019,54:21.5,IT Support,PL,IT/IS,Engineers,Terminated,1,Voluntary,Relocation,Regrettable,Part-Time,Temporary,Zone B,48,45-54,4.05,4+ yrs,MA,Fully Meets,3,2,3,3,Technical Skills,Internal,Incomplete,4,771.78,face_47.jpg
3897,3/25/2019,2019,,Sr. Network Engineer,NEL,IT/IS,Aerial,Active,0,,,,Part-Time,Part-Time,Zone A,50,45-54,4.44,4+ yrs,CT,Fully Meets,3,5,2,4,Technical Skills,Internal,Completed,3,1281.44,face_48.jpg
3900,6/16/2023,2023,,Principal Data Architect,CCDR,IT/IS,Field Operations,Active,0,,,,Contract,Full-Time,Zone C,36,35-44,0.21,<1 yr,MA,Exceeds,3,5,5,4,Technical Skills,Internal,Failed,5,903.52,face_01.jpg
3901,6/18/2021,2021,,Network Engineer,EW,Executive Office,Project Management - Eng,Active,0,,,,Part-Time,Temporary,Zone A,49,45-54,2.2,2-3 yrs,MA,Fully Meets,4,2,4,4,Customer Service,External,Incomplete,1,650.91,face_02.jpg
3902,5/22/2023,2023,,Network Engineer,MSC,Executive Office,Wireline Construction,Active,0,,,,Contract,Temporary,Zone B,37,35-44,0.28,<1 yr,MA,Fully Meets,4,3,2,4,Leadership Development,External,Passed,4,2104.98,face_03.jpg
3903,5/14/2019,2019,,Network Engineer,TNS,IT/IS,Field Operations,Active,0,,,,Full-Time,Full-Time,Zone A,31,25-34,4.3,4+ yrs,MA,Needs Improvement,1,1,1,1,Communication Skills,External,Completed,4,701.69,face_04.jpg
3904,12/27/2020,2020,,Network Engineer,PYZ,IT/IS,Engineers,Active,0,,,,Contract,Part-Time,Zone A,33,25-34,2.68,2-3 yrs,MA,Fully Meets,2,3,4,2,Project Management,External,Incomplete,5,991.95,face_05.jpg
3905,8/4/2020,2020,,Network Engineer,WBL,IT/IS,Billable Consultants,Active,0,,,,Full-Time,Full-Time,Zone A,25,25-34,3.07,3-4 yrs,MA,Fully Meets,3,2,3,2,Project Management,Internal,Failed,3,755.65,face_06.jpg
3906,8/25/2020,2020,,IT Support,NEL,IT/IS,Wireline Construction,Active,0,,,,Contract,Temporary,Zone C,30,25-34,3.02,3-4 yrs,MA,Fully Meets,3,3,1,2,Project Management,Internal,Passed,2,597.77,face_07.jpg
